domain,model,fold,seed,stage,n_models,accuracy,risk_precision,risk_f1,ap,roc_auc,risk_recall,recall_at_20,threshold,n,prevalence
oulad,RF,0,42,50pct,1,0.7963063552417164,0.7351532567049809,0.7318235995232419,0.8527071405745895,0.8746550196790224,0.7285239677266255,0.4978642619838633,0.42,5523,0.38149556400506973
oulad,RF,0,42,75pct,1,0.8745887362105671,0.9016751638747269,0.7925736235595391,0.8975418608959277,0.9188198914772021,0.7070245573957739,0.5836664762992576,0.54,5167,0.3388813624927424
oulad,RF,0,42,100pct,1,0.8999004975124378,0.8910891089108911,0.8336089976844194,0.92308480932736,0.9421113380094114,0.7830950901180858,0.6221255438160348,0.44,5025,0.3201990049751244
oulad,SVM,0,42,20pct,1,0.6459835653194701,0.5560400102590408,0.6725608810299364,0.7278014918514524,0.7690826324898694,0.8508634222919937,0.37127158555729983,0.48,5963,0.4273016937782995
oulad,SVM,0,42,35pct,1,0.733194009056078,0.6506069802731411,0.6912535268037082,0.795637763889705,0.8220330557127352,0.7373172828890799,0.4346517626827171,0.53,5742,0.4050853361198189
oulad,SVM,0,42,50pct,1,0.806264711207677,0.7498795180722891,0.7441415590626494,0.8531310039753764,0.8783665800070912,0.7384907451352634,0.4897959183673469,0.43,5523,0.38149556400506973
oulad,SVM,0,42,75pct,1,0.8745887362105671,0.8821898821898821,0.7971195992485911,0.896813193455015,0.9214553878212117,0.7270131353512279,0.5813820673900628,0.38,5167,0.3388813624927424
oulad,SVM,0,42,100pct,1,0.9044776119402985,0.9406713505074161,0.8339100346020761,0.9177510889260903,0.9368289175495566,0.7489123679303915,0.6215040397762586,0.33,5025,0.3201990049751244
oulad,XGB,0,42,20pct,1,0.6619151433842025,0.570782331027142,0.6803044719314938,0.7716382881209369,0.7956350802512693,0.8418367346938775,0.3924646781789639,0.37,5963,0.4273016937782995
oulad,XGB,0,42,35pct,1,0.7342389411354928,0.645032632342277,0.6998426435877262,0.8092834092521257,0.8298953787849803,0.7648323301805675,0.43895098882201206,0.43,5742,0.4050853361198189
